fecha,valordemanda
2011-05-22,580824.463
2011-05-23,721325.51
2011-05-24,751955.009
2011-05-25,763354.593
2011-05-26,768988.409
2011-05-27,753573.979
2011-05-28,660433.754
2011-05-29,599687.364
2011-05-30,719798.783
2011-05-31,740148.281
2011-06-01,736507.708
2011-06-02,731586.418
2011-06-03,728179.392
2011-06-04,650939.745
2011-06-05,593263.936
2011-06-06,717827.573
2011-06-07,729124.244
2011-06-08,726958.595
2011-06-09,726197.136
2011-06-10,729081.802
2011-06-11,651720.476
2011-06-12,597597.064
2011-06-13,709296.451
2011-06-14,765953.762
2011-06-15,781388.47
2011-06-16,781068.19
2011-06-17,775007.178
2011-06-18,689770.13
2011-06-19,619463.751
2011-06-20,771419.095
2011-06-21,807857.306
2011-06-22,807255.011
2011-06-23,758158.685
2011-06-24,732479.822
2011-06-25,706602.281
2011-06-26,659247.698
2011-06-27,819452.163
2011-06-28,840966.746
2011-06-29,831145.953
2011-06-30,822543.674
2011-07-01,815518.981
2011-07-02,734509.813
2011-07-03,654919.438
2011-07-04,769975.586
2011-07-05,811716.993
2011-07-06,825209.308
2011-07-07,810750.499
2011-07-08,801231.461
2011-07-09,717117.034
2011-07-10,649712.723
2011-07-11,803303.511
2011-07-12,822854.465
2011-07-13,795703.99
2011-07-14,787722.488
2011-07-15,794878.159
2011-07-16,716612.864
2011-07-17,644718.388
2011-07-18,759632.227
2011-07-19,778794.244
2011-07-20,779200.715
2011-07-21,794634.04
2011-07-22,777917.506
2011-07-23,683024.571
2011-07-24,612801.585
2011-07-25,705686.231
2011-07-26,785359.753
2011-07-27,789031.475
2011-07-28,791079.589
2011-07-29,784435.73
2011-07-30,692132.78
2011-07-31,620909.33
2011-08-01,750733.286
2011-08-02,755284.354
2011-08-03,762726.847
2011-08-04,775525.841
2011-08-05,774415.231
2011-08-06,698976.983
2011-08-07,638554.476
2011-08-08,748381.299
2011-08-09,753563.773
2011-08-10,757400.021
2011-08-11,765068.42
2011-08-12,758084.747
2011-08-13,680443.806
2011-08-14,627458.65
2011-08-15,642720.553
2011-08-16,758518.332
2011-08-17,776784.384
2011-08-18,779458.379
2011-08-19,789421.209
2011-08-20,727929.712
2011-08-21,657776.627
2011-08-22,766209.566
2011-08-23,790956.667
2011-08-24,796132.092
2011-08-25,796545.531
2011-08-26,778669.372
2011-08-27,673296.911
2011-08-28,625479.522
2011-08-29,770858.735
2011-08-30,796511.198
2011-08-31,804908.59
2011-09-01,797786.308
2011-09-02,775799.835
2011-09-03,672610.169
2011-09-04,614618.568
2011-09-05,751794.994
2011-09-06,782342.59
2011-09-07,798344.155
2011-09-08,788024.608
2011-09-09,782878.633
2011-09-10,706751.733
2011-09-11,640377.753
2011-09-12,785871.164
2011-09-13,810268.247
2011-09-14,819033.286
2011-09-15,815478.233
2011-09-16,808450.882
2011-09-17,709913.801
2011-09-18,627664.055
2011-09-19,735741.583
2011-09-20,755132.138
2011-09-21,764948.892
2011-09-22,774546.291
2011-09-23,760209.533
2011-09-24,661343.417
2011-09-25,598798.881
2011-09-26,738822.039
2011-09-27,764566.986
2011-09-28,762051.151
2011-09-29,758394.803
2011-09-30,754459.011
2011-10-01,667200.365
2011-10-02,604185.167
2011-10-03,737874.436
2011-10-04,753877.101
2011-10-05,761403.351
2011-10-06,764644.594
2011-10-07,747101.665
2011-10-08,651597.346
2011-10-09,589849.273
2011-10-10,718306.683
2011-10-11,734623.249
2011-10-12,622927.995
2011-10-13,726890.387
2011-10-14,733211.896
2011-10-15,650647.388
2011-10-16,590232.645
2011-10-17,720502.952
2011-10-18,735451.592
2011-10-19,740239.175
2011-10-20,738404.278
2011-10-21,734558.888
2011-10-22,649389.336
2011-10-23,592643.671
2011-10-24,713766.135
2011-10-25,718080.732
2011-10-26,741963.017
2011-10-27,746929.364
2011-10-28,736809.024
2011-10-29,655680.96
2011-10-30,616986.147
2011-10-31,658207.069
2011-11-01,598623.86
2011-11-02,722121.649
2011-11-03,740742.977
2011-11-04,742888.503
2011-11-05,664670.916
2011-11-06,614241.708
2011-11-07,740385.667
2011-11-08,757268.753
2011-11-09,751952.765
2011-11-10,756087.981
2011-11-11,746869.954
2011-11-12,659935.967
2011-11-13,605595.336
2011-11-14,741198.419
2011-11-15,758441.217
2011-11-16,760641.415
2011-11-17,764010.504
2011-11-18,762074.387
2011-11-19,681318.663
2011-11-20,619468.28
2011-11-21,749036.026
2011-11-22,773462.419
2011-11-23,769346.215
2011-11-24,770714.128
2011-11-25,766096.495
2011-11-26,686003.135
2011-11-27,639886.84
2011-11-28,783441.892
2011-11-29,799132.682
2011-11-30,799016.222
2011-12-01,795570.587
2011-12-02,793076.031
2011-12-03,711729.029
2011-12-04,653940.616
2011-12-05,748870.287
2011-12-06,685607.254
2011-12-07,750773.201
2011-12-08,675305.775
2011-12-09,743007.025
2011-12-10,710065.599
2011-12-11,673357.73
2011-12-12,801893.407
2011-12-13,816256.62
2011-12-14,809414.259
2011-12-15,810847.089
2011-12-16,813602.061
2011-12-17,725008.788
2011-12-18,686693.38
2011-12-19,824403.925
2011-12-20,837406.078
2011-12-21,812666.837
2011-12-22,789645.965
2011-12-23,765045.259
2011-12-24,664125.437
2011-12-25,585068.321
2011-12-26,671321.857
2011-12-27,751545.993
2011-12-28,756819.605
2011-12-29,755696.428
2011-12-30,744812.936
2011-12-31,671699.676
2012-01-01,592816.868
2012-01-02,726091.792
2012-01-03,779284.502
2012-01-04,790304.773
2012-01-05,761679.041
2012-01-06,637431.651
2012-01-07,682415.076
2012-01-08,666702.924
2012-01-09,810158.508
2012-01-10,841234.032
2012-01-11,851423.544
2012-01-12,855601.999
2012-01-13,848983.868
2012-01-14,762151.99
2012-01-15,713670.795
2012-01-16,861532.544
2012-01-17,858731.255
2012-01-18,852484.634
2012-01-19,847962.236
2012-01-20,831690.119
2012-01-21,739371.036
2012-01-22,683581.139
2012-01-23,815497.786
2012-01-24,828689.504
2012-01-25,834103.422
2012-01-26,841521.011
2012-01-27,843149.215
2012-01-28,753368.58
2012-01-29,700995.307
2012-01-30,838323.28
2012-01-31,863659.895
2012-02-01,868496.601
2012-02-02,898222.267
2012-02-03,911010.973
2012-02-04,834218.333
2012-02-05,776743.403
2012-02-06,881139.665
2012-02-07,889630.968
2012-02-08,912581.924
2012-02-09,916018.218
2012-02-10,899382.903
2012-02-11,813980.151
2012-02-12,762912.618
2012-02-13,908384.838
2012-02-14,914675.729
2012-02-15,893494.585
2012-02-16,881969.934
2012-02-17,864999.076
2012-02-18,767476.346
2012-02-19,703878.222
2012-02-20,834040.128
2012-02-21,843898.536
2012-02-22,847478.499
2012-02-23,834393.972
2012-02-24,813897.963
2012-02-25,726743.469
2012-02-26,657693.79
2012-02-27,770872.846
2012-02-28,772205.642
2012-02-29,776701.966
2012-03-01,780691.428
2012-03-02,787919.095
2012-03-03,696602.674
2012-03-04,642961.492
2012-03-05,764697.287
2012-03-06,791497.572
2012-03-07,796542.79
2012-03-08,797150.727
2012-03-09,785662.444
2012-03-10,699505.178
2012-03-11,639868.591
2012-03-12,751047.75
2012-03-13,762608.457
2012-03-14,756252.134
2012-03-15,754769.115
2012-03-16,750861.809
2012-03-17,676632.106
2012-03-18,623485.237
2012-03-19,698286.216
2012-03-20,791965.006
2012-03-21,808374.954
2012-03-22,788088.279
2012-03-23,770609.901
2012-03-24,678814.292
2012-03-25,586084.593
2012-03-26,730795.493
2012-03-27,743129.239
2012-03-28,727958.262
2012-03-29,630889.279
2012-03-30,699453.546
2012-03-31,643882.173
2012-04-01,586704.796
2012-04-02,697902.342
2012-04-03,717866.16
2012-04-04,715673.909
2012-04-05,630786.719
2012-04-06,585879.301
2012-04-07,616796.268
2012-04-08,575752.726
2012-04-09,629262.278
2012-04-10,717855.136
2012-04-11,732914.283
2012-04-12,736462.613
2012-04-13,737193.292
2012-04-14,670207.518
2012-04-15,617976.13
2012-04-16,735264.224
2012-04-17,754376.448
2012-04-18,762962.611
2012-04-19,762996.069
2012-04-20,750706.663
2012-04-21,661256.244
2012-04-22,597559.167
2012-04-23,707171.919
2012-04-24,733168.155
2012-04-25,736064.925
2012-04-26,738772.92
2012-04-27,732354.54
2012-04-28,662337.457
2012-04-29,602824.331
2012-04-30,667905.872
2012-05-01,579857.782
2012-05-02,686916.3
2012-05-03,726119.92
2012-05-04,726479.146
2012-05-05,647696.161
2012-05-06,581592.604
2012-05-07,702252.626
2012-05-08,727053.303
2012-05-09,719922.034
2012-05-10,721758.117
2012-05-11,724845.626
2012-05-12,652661.778
2012-05-13,599719.857
2012-05-14,716836.513
2012-05-15,723690.09
2012-05-16,732453.484
2012-05-17,733704.364
2012-05-18,724883.779
2012-05-19,639672.713
2012-05-20,577922.563
2012-05-21,695104.985
2012-05-22,721055.028
2012-05-23,718431.096
2012-05-24,723241.922
2012-05-25,722149.973
2012-05-26,639719.154
2012-05-27,581433.099
2012-05-28,694295.295
2012-05-29,729063.716
2012-05-30,736783.059
2012-05-31,747942.746
2012-06-01,749460.89
2012-06-02,668965.718
2012-06-03,601349.606
2012-06-04,728126.932
2012-06-05,760618.417
2012-06-06,772336.204
2012-06-07,760846.568
2012-06-08,744291.32
2012-06-09,661414.564
2012-06-10,613849.407
2012-06-11,739117.938
2012-06-12,739756.366
2012-06-13,743918.441
2012-06-14,752587.707
2012-06-15,757517.082
2012-06-16,677692.2
2012-06-17,619725.825
2012-06-18,746755.862
2012-06-19,758873.741
2012-06-20,761413.922
2012-06-21,769360.156
2012-06-22,761961.944
2012-06-23,690371.598
2012-06-24,633530.293
2012-06-25,779767.553
2012-06-26,823280.421
2012-06-27,841101.708
2012-06-28,840407.524
2012-06-29,807379.509
2012-06-30,706996.087
2012-07-01,628050.536
2012-07-02,733422.891
2012-07-03,766001.2
2012-07-04,780275.307
2012-07-05,775042.232
2012-07-06,760727.397
2012-07-07,689646.129
2012-07-08,624532.042
2012-07-09,758591.145
2012-07-10,781524.104
2012-07-11,781779.351
2012-07-12,782560.556
2012-07-13,800409.296
2012-07-14,705168.938
2012-07-15,629045.788
2012-07-16,760974.649
2012-07-17,797159.786
2012-07-18,813253.648
2012-07-19,817561.396
2012-07-20,805809.395
2012-07-21,711566.296
2012-07-22,644295.545
2012-07-23,769969.617
2012-07-24,780926.591
2012-07-25,776403.447
2012-07-26,785448.778
2012-07-27,772644.925
2012-07-28,683782.328
2012-07-29,620230.886
2012-07-30,747594.531
2012-07-31,766855.803
2012-08-01,787081.431
2012-08-02,785021.676
2012-08-03,770489.31
2012-08-04,683734.374
2012-08-05,613982.974
2012-08-06,707616.067
2012-08-07,729679.585
2012-08-08,749498.128
2012-08-09,777562.615
2012-08-10,791494.73
2012-08-11,721230.085
2012-08-12,640667.289
2012-08-13,726823.079
2012-08-14,737460.472
2012-08-15,644120.368
2012-08-16,726540.325
2012-08-17,750200.006
2012-08-18,698077.275
2012-08-19,656192.909
2012-08-20,786546.779
2012-08-21,814633.936
2012-08-22,819576.935
2012-08-23,804431.63
2012-08-24,786137.224
2012-08-25,703954.723
2012-08-26,635310.087
2012-08-27,769034.714
2012-08-28,792577.567
2012-08-29,798833.158
2012-08-30,779644.664
2012-08-31,741246.964
2012-09-01,657280.858
2012-09-02,599831.459
2012-09-03,719588.455
2012-09-04,746336.279
2012-09-05,756205.006
2012-09-06,766189.149
2012-09-07,764626.09
2012-09-08,677553.677
2012-09-09,619086.286
2012-09-10,728675.151
2012-09-11,734181.998
2012-09-12,769517.468
2012-09-13,755980.999
2012-09-14,741188.083
2012-09-15,662538.707
2012-09-16,610032.704
2012-09-17,739846.071
2012-09-18,762889.023
2012-09-19,763447.546
2012-09-20,755128.617
2012-09-21,749653.884
2012-09-22,668323.558
2012-09-23,608901.606
2012-09-24,708788.146
2012-09-25,723867.884
2012-09-26,703756.319
2012-09-27,703278.765
2012-09-28,704840.495
2012-09-29,619337.166
2012-09-30,564114.72
2012-10-01,677922.407
2012-10-02,703241.052
2012-10-03,709260.71
2012-10-04,715320.231
2012-10-05,710463.08
2012-10-06,633565.645
2012-10-07,581262.348
2012-10-08,705009.408
2012-10-09,713443.648
2012-10-10,728315.048
2012-10-11,715376.196
2012-10-12,593334.497
2012-10-13,593843.938
2012-10-14,565672.237
2012-10-15,678425.671
2012-10-16,700805.326
2012-10-17,706355.39
2012-10-18,716482.428
2012-10-19,714750.949
2012-10-20,632022.741
2012-10-21,575053.31
2012-10-22,688473.727
2012-10-23,704341.423
2012-10-24,707923.08
2012-10-25,699469.894
2012-10-26,689026.38
2012-10-27,619146.254
2012-10-28,599017.749
2012-10-29,704861.284
2012-10-30,743541.595
2012-10-31,730898.041
2012-11-01,621092.36
2012-11-02,663916.44
2012-11-03,634741.054
2012-11-04,594231.191
2012-11-05,714752.167
2012-11-06,746841.673
2012-11-07,765094.026
2012-11-08,757285.314
2012-11-09,739292.62
2012-11-10,662403.808
2012-11-11,621605.552
2012-11-12,744685.891
2012-11-13,757897.637
2012-11-14,674441.286
2012-11-15,730407.635
2012-11-16,733299.132
2012-11-17,661155.851
2012-11-18,605372.543
2012-11-19,729206.841
2012-11-20,751211.353
2012-11-21,751592.409
2012-11-22,753514.269
2012-11-23,748022.029
2012-11-24,665933.445
2012-11-25,612080.301
2012-11-26,741286.425
2012-11-27,779676.691
2012-11-28,797059.653
2012-11-29,796912.732
2012-11-30,805332.338
2012-12-01,730673.367
2012-12-02,686912.638
2012-12-03,803050.253
2012-12-04,819703.468
2012-12-05,809498.196
2012-12-06,717587.358
2012-12-07,751721.7
2012-12-08,687496.213
2012-12-09,668088.292
2012-12-10,815463.825
2012-12-11,836366.474
2012-12-12,842940.982
2012-12-13,837528.232
2012-12-14,818103.049
2012-12-15,713775.514
2012-12-16,656334.504
2012-12-17,766711.17
2012-12-18,787234.244
2012-12-19,783055.277
2012-12-20,768316.748
2012-12-21,736141.445
2012-12-22,660839.217
2012-12-23,618533.824
2012-12-24,622377.035
2012-12-25,549512.853
2012-12-26,649215.183
2012-12-27,697898.32
2012-12-28,700830.918
2012-12-29,661885.4
2012-12-30,626244.285
2012-12-31,661074.831
2013-01-01,581423.444
2013-01-02,730434.573
2013-01-03,764201.372
2013-01-04,760902.02
2013-01-05,684806.211
2013-01-06,623967.041
2013-01-07,715975.219
2013-01-08,811354.813
2013-01-09,826810.064
2013-01-10,815089.532
2013-01-11,802819.203
2013-01-12,719353.76
2013-01-13,681363.796
2013-01-14,814785.753
2013-01-15,834696.443
2013-01-16,839515.053
2013-01-17,817775.578
2013-01-18,807420.472
2013-01-19,722947.386
2013-01-20,678373.458
2013-01-21,801764.131
2013-01-22,844409.328
2013-01-23,847769.301
2013-01-24,832737.562
2013-01-25,818434.475
2013-01-26,717680.764
2013-01-27,671157.928
2013-01-28,787520.883
2013-01-29,801648.115
2013-01-30,795016.631
2013-01-31,781285.879
2013-02-01,774265.298
2013-02-02,705966.312
2013-02-03,662715.778
2013-02-04,785117.609
2013-02-05,792778.825
2013-02-06,807976.245
2013-02-07,816800.101
2013-02-08,815858.11
2013-02-09,732072.089
2013-02-10,683070.084
2013-02-11,812146.568
2013-02-12,819488.938
2013-02-13,812187.674
2013-02-14,793794.68
2013-02-15,778884.22
2013-02-16,704779.528
2013-02-17,658932.273
2013-02-18,768945.761
2013-02-19,793695.447
2013-02-20,782484.357
2013-02-21,786310.911
2013-02-22,788440.074
2013-02-23,725757.55
2013-02-24,681730.665
2013-02-25,819832.381
2013-02-26,838268.534
2013-02-27,848126.626
2013-02-28,842562.683
2013-03-01,830604.427
2013-03-02,721038.688
2013-03-03,663923.619
2013-03-04,800304.893
2013-03-05,797880.591
2013-03-06,781004.978
2013-03-07,777776.33
2013-03-08,755080.057
2013-03-09,668233.585
2013-03-10,621900.855
2013-03-11,750378.725
2013-03-12,778753.699
2013-03-13,802641.913
2013-03-14,807954.123
2013-03-15,786631.088
2013-03-16,711564.689
2013-03-17,653386.59
2013-03-18,730755.488
2013-03-19,752257.915
2013-03-20,762809.649
2013-03-21,760946.422
2013-03-22,756566.719
2013-03-23,677655.445
2013-03-24,621270.894
2013-03-25,736376.105
2013-03-26,737553.8
2013-03-27,715779.836
2013-03-28,632074.962
2013-03-29,587332.839
2013-03-30,596986.226
2013-03-31,552554.185
2013-04-01,634162.488
2013-04-02,710288.023
2013-04-03,733481.307
2013-04-04,739726.336
2013-04-05,749848.712
2013-04-06,675280.36
2013-04-07,625336.717
2013-04-08,730582.371
2013-04-09,750716.239
2013-04-10,742928.222
2013-04-11,733774.079
2013-04-12,722978.967
2013-04-13,634822.708
2013-04-14,574971.992
2013-04-15,683586.536
2013-04-16,700476.878
2013-04-17,697941.112
2013-04-18,696885.798
2013-04-19,698922.925
2013-04-20,621993.466
2013-04-21,570468.037
2013-04-22,678545.845
2013-04-23,686511.621
2013-04-24,694266.77
2013-04-25,703180.207
2013-04-26,703108.116
2013-04-27,632757.607
2013-04-28,601718.351
2013-04-29,724915.208
2013-04-30,723269.673
2013-05-01,588773.328
2013-05-02,666701.01
2013-05-03,682986.809
2013-05-04,616333.383
2013-05-05,565184.363
2013-05-06,678637.875
2013-05-07,701677.478
2013-05-08,701455.625
2013-05-09,702372.219
2013-05-10,700100.637
2013-05-11,620528.759
2013-05-12,570194.183
2013-05-13,677247.301
2013-05-14,700592.653
2013-05-15,692304.057
2013-05-16,697417.566
2013-05-17,696675.374
2013-05-18,626737.447
2013-05-19,577263.045
2013-05-20,679753.918
2013-05-21,708851.761
2013-05-22,706283.615
2013-05-23,703239.18
2013-05-24,693688.57
2013-05-25,619988.41
2013-05-26,567347.792
2013-05-27,676174.863
2013-05-28,694807.25
2013-05-29,699772.059
2013-05-30,681976.818
2013-05-31,686276.372
2013-06-01,624333.937
2013-06-02,572382.187
2013-06-03,678049.857
2013-06-04,700056.993
2013-06-05,703386.006
2013-06-06,703083.35
2013-06-07,695653.137
2013-06-08,622707.629
2013-06-09,574945.626
2013-06-10,684211.149
2013-06-11,713282.918
2013-06-12,730284.416
2013-06-13,740916.973
2013-06-14,738178.734
2013-06-15,659230.182
2013-06-16,606200.015
2013-06-17,706580.179
2013-06-18,708202.305
2013-06-19,706573.6
2013-06-20,709725.868
2013-06-21,704440.634
2013-06-22,640770.959
2013-06-23,590649.702
2013-06-24,652308.284
2013-06-25,712613.759
2013-06-26,723067.12
2013-06-27,724942.173
2013-06-28,719050.414
2013-06-29,652612.469
2013-06-30,602032.342
2013-07-01,721598.388
2013-07-02,741221.449
2013-07-03,755581.139
2013-07-04,770806.297
2013-07-05,772491.14
2013-07-06,694127.05
2013-07-07,641752.953
2013-07-08,769235.48
2013-07-09,799509.068
2013-07-10,803366.851
2013-07-11,797754.222
2013-07-12,786949.719
2013-07-13,698610.083
2013-07-14,627013.287
2013-07-15,758386.885
2013-07-16,781426.304
2013-07-17,788577.354
2013-07-18,786118.246
2013-07-19,782809.904
2013-07-20,693536.719
2013-07-21,626255.277
2013-07-22,762218.993
2013-07-23,787064.143
2013-07-24,791853.635
2013-07-25,779107.12
2013-07-26,776045.834
2013-07-27,689174.306
2013-07-28,619150.327
2013-07-29,722658.395
2013-07-30,744118.291
2013-07-31,751872.535
2013-08-01,777720.793
2013-08-02,778536.838
2013-08-03,681249.22
2013-08-04,623417.338
2013-08-05,739046.163
2013-08-06,754481.933
2013-08-07,743774.177
2013-08-08,720409.998
2013-08-09,716673.63
2013-08-10,661440.881
2013-08-11,616117.838
2013-08-12,721909.343
2013-08-13,737196.479
2013-08-14,733952.112
2013-08-15,648637.856
2013-08-16,706583.469
2013-08-17,664342.212
2013-08-18,624227.018
2013-08-19,747077.447
2013-08-20,764748.517
2013-08-21,771050.758
2013-08-22,768365.493
2013-08-23,759885.297
2013-08-24,681932.433
2013-08-25,614303.035
2013-08-26,722465.879
2013-08-27,736295.972
2013-08-28,733583.586
2013-08-29,715821.184
2013-08-30,715537.222
2013-08-31,644275.52
2013-09-01,600055.056
2013-09-02,724212.497
2013-09-03,750681.269
2013-09-04,757056.398
2013-09-05,753212.635
2013-09-06,746132.394
2013-09-07,653756.624
2013-09-08,591770.709
2013-09-09,701055.873
2013-09-10,733490.344
2013-09-11,704492.535
2013-09-12,725251.003
2013-09-13,727091.553
2013-09-14,653479.007
2013-09-15,600883.809
2013-09-16,720341.431
2013-09-17,735355.391
2013-09-18,741366.218
2013-09-19,741947.584
2013-09-20,732073.101
2013-09-21,655737.272
2013-09-22,600721.635
2013-09-23,715513.483
2013-09-24,729984.646
2013-09-25,738199.497
2013-09-26,738815.484
2013-09-27,734685.259
2013-09-28,642661.849
2013-09-29,579512.791
2013-09-30,698366.919
2013-10-01,732104.175
2013-10-02,734695.49
2013-10-03,746056.552
2013-10-04,727208.934
2013-10-05,629678.073
2013-10-06,572846.906
2013-10-07,684506.658
2013-10-08,701128.965
2013-10-09,687262.185
2013-10-10,703013.393
2013-10-11,691598.203
2013-10-12,592102.607
2013-10-13,561846.102
2013-10-14,677759.135
2013-10-15,705886.209
2013-10-16,707209.726
2013-10-17,707410.55
2013-10-18,706640.823
2013-10-19,633070.327
2013-10-20,575105.167
2013-10-21,691738.51
2013-10-22,715656.219
2013-10-23,707450.245
2013-10-24,711503.892
2013-10-25,696463.46
2013-10-26,621465.252
2013-10-27,590601.099
2013-10-28,685511.27
2013-10-29,700486.714
2013-10-30,700917.85
2013-10-31,692880.722
2013-11-01,603540.613
2013-11-02,607441.104
2013-11-03,574005.736
2013-11-04,699680.118
2013-11-05,711779.173
2013-11-06,712170.777
2013-11-07,714985.098
2013-11-08,707064.587
2013-11-09,628654.361
2013-11-10,582328.867
2013-11-11,693122.732
2013-11-12,708657.539
2013-11-13,716267.1
2013-11-14,719024.815
2013-11-15,727424.313
2013-11-16,675181.196
2013-11-17,629202.988
2013-11-18,759199.434
2013-11-19,773495.826
2013-11-20,783662.4
2013-11-21,796550.883
2013-11-22,791408.392
2013-11-23,715389.309
2013-11-24,666655.654
2013-11-25,800361.936
2013-11-26,826728.738
2013-11-27,832539.386
2013-11-28,841017.655
2013-11-29,827541.585
2013-11-30,749072.977
2013-12-01,691115.087
2013-12-02,820661.142
2013-12-03,821993.069
2013-12-04,814330.931
2013-12-05,805321.186
2013-12-06,704727.874
2013-12-07,704304.938
2013-12-08,680331.751
2013-12-09,778259.234
2013-12-10,826938.239
2013-12-11,825698.046
2013-12-12,819786.816
2013-12-13,814432.731
2013-12-14,722534.701
2013-12-15,671365.897
2013-12-16,797656.835
2013-12-17,809100.144
2013-12-18,803384.236
2013-12-19,802017.715
2013-12-20,775473.373
2013-12-21,708412.091
2013-12-22,664621.106
2013-12-23,729249.572
2013-12-24,675117.146
2013-12-25,576533.632
2013-12-26,679088.368
2013-12-27,704759.181
2013-12-28,656652.459
2013-12-29,628021.872
2013-12-30,712358.821
2013-12-31,679097.62
2014-01-01,585187.707
2014-01-02,715794.155
2014-01-03,721981.111
2014-01-04,679475.493
2014-01-05,641269.383
2014-01-06,604080.253
2014-01-07,753530.758
2014-01-08,780952.318
2014-01-09,783659.241
2014-01-10,782076.197
2014-01-11,707705.498
2014-01-12,659561.816
2014-01-13,785574.689
2014-01-14,801855.672
2014-01-15,798151.058
2014-01-16,797720.015
2014-01-17,792593.883
2014-01-18,717442.486
2014-01-19,670802.977
2014-01-20,799958.475
2014-01-21,823668.632
2014-01-22,821130.597
2014-01-23,809113.576
2014-01-24,802959.164
2014-01-25,710079.879
2014-01-26,646078.494
2014-01-27,773407.421
2014-01-28,811722.1
2014-01-29,809906.146
2014-01-30,810110.631
2014-01-31,803820.832
2014-02-01,724514.782
2014-02-02,670585.039
2014-02-03,815898.695
2014-02-04,832074.601
2014-02-05,816496.477
2014-02-06,798020.728
2014-02-07,791549.87
2014-02-08,718889.117
2014-02-09,675911.06
2014-02-10,800282.512
2014-02-11,837913.449
2014-02-12,822246.956
2014-02-13,794927.974
2014-02-14,770057.089
2014-02-15,696975.143
2014-02-16,651748.435
2014-02-17,781805.561
2014-02-18,798659.558
2014-02-19,785489.244
2014-02-20,789795.338
2014-02-21,775456.245
2014-02-22,696026.33
2014-02-23,642713.288
2014-02-24,774933.995
2014-02-25,794283.022
2014-02-26,786196.696
2014-02-27,795177.334
2014-02-28,773894.136
2014-03-01,712665.985
2014-03-02,641418.404
2014-03-03,764247.074
2014-03-04,782465.15
2014-03-05,770119.519
2014-03-06,760002.004
2014-03-07,748795.708
2014-03-08,667022.952
2014-03-09,612035.319
2014-03-10,734185.692
